Era 1
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.43
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -54.77
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -53.68
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.82
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -106.70
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -64.71
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.81
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -57.87
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -61.65
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.78
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.20
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.57
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.92
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -57.12
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -60.55
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.51
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -56.17
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.98
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -55.31
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -55.89
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -58.58
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -67.27
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -56.13
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.21
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -56.77
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.63
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.93
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -59.38
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -58.44
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -60.98
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -59.36
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -67.46
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -67.62
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -57.32
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -53.85
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -57.64
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.21
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -66.58
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -59.10
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -56.19
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -60.64
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -57.89
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.73
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -65.54
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -67.20
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.71
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.21
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -68.23
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -55.51
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -67.39
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -54.84
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.37
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -64.50
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -53.50
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -56.16
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -60.52
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -54.55
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.93
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -68.90
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -66.29
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -57.89
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -65.04
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -67.20
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.52
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -59.33
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.82
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -56.54
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -56.01
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -54.21
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -130.34
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -67.62
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -64.55
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -54.81
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -56.35
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.32
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.50
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -63.55
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -56.28
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -55.59
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.01
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -57.88
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -54.85
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -53.29
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -55.45
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -61.15
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -57.72
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -55.78
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -56.31
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -56.26
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -91.17
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -65.20
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -53.02
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -55.93
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -57.11
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -58.37
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -67.44
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -59.03
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -58.51
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -65.44
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -58.40
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -99.15
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -54.77
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -53.68
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -58.82
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -106.70
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -64.71
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -59.81
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -57.87
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -61.65
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -57.78
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -59.20
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -58.57
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -59.92
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -57.12
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -60.55
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -57.51
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -56.17
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -59.98
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -55.31
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -55.89
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -58.58
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -67.27
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -56.13
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -58.21
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -56.77
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -58.63
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -57.93
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -59.38
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -58.44
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -60.98
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -59.36
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -67.46
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -67.62
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -57.32
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -53.85
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -57.64
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -59.21
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -66.58
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -59.10
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -56.19
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -60.64
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -57.89
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -57.73
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -65.54
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -67.20
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -58.71
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -59.21
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -68.23
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -55.51
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -67.39
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -54.84
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -59.37
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -64.50
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -53.50
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -56.16
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -60.52
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -54.55
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -57.93
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -68.90
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -66.29
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -57.89
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -65.04
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -67.20
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -58.52
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -59.33
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -57.82
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -56.54
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -56.01
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -54.21
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -130.34
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -67.62
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -64.55
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -54.81
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -56.35
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -58.32
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -58.50
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -63.55
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -56.28
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -55.59
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -58.01
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -57.88
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -54.85
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -53.29
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -55.45
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -61.15
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -57.72
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -55.78
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -56.31
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -56.26
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -91.17
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -65.20
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -53.02




Era 4
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -55.56
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.36
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.99
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.93
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -59.33
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -55.58
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -61.44
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -65.67
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -56.90
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -57.76
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -57.96
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.49
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.98
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -60.95
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -57.30
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -60.03
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.18
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -70.20
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -56.30
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.98
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -66.77
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -54.42
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -56.26
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -94.05
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.44
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.47
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -56.82
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -57.03
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -55.72
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -53.08
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -68.18
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.65
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -60.08
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -55.87
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -58.08
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -59.01
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -55.51
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -59.70
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -59.62
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -59.05
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.06
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.08
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.07
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.92
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -56.19
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -60.45
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.80
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.67
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -60.04
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.20
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -56.80
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -54.68
